species,owner,countryof_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,numberof_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner1,variety,processing_method,moisture,category_one_defects,quakers,color,category_two_defects,expiration,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,total_cup_points
Arabica,juan luis alvarado romero,Guatemala,finca san vicente,11/52/709,beneficio exportacafe agua santa,11/52/709,exportcafe,3607,huehuetenango,HORACIO CIFUENTES MARTINEZ,275,69 kg,Asociacion Nacional Del Café,2015,"April 6th, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,0.1,0,0.0,Green,1,"April 6th, 2017",ft,1099.4136,1099.4136,1099.4136,56.73472461878255,62.23857099314461,53.570342264468884,66.25804828653614,53.33947586072594,55.58829507324834,100.0,100.0,100.0,57.01416981461682,60.25616512123171
Arabica,yunnan coffee exchange,China,menglian county nayun town mangzhang coffee farm,YNC-16017,menglian county nayun town mangzhang coffee farm,,yunnan coffee exchange,1400,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Natural / Dry,0.1,0,0.0,Green,1,"April 6th, 2017",m,1400.0,1400.0,1400.0,59.45567645614405,59.88172945979051,56.20877889695938,57.536456087590935,58.69548950759715,57.96702113838552,100.0,100.0,100.0,57.01416981461682,60.25616512123171
Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",jacksom mwasenga,,tembo coffee company ltd,C46,tembo coffee company ltd,1620m,shizingo village,Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Tembo Coffee Company Ltd,Other,Washed / Wet,0.12,0,0.0,Green,7,"December 12th, 2015",m,1620.0,1620.0,1620.0,59.45567645614405,54.75952926196079,60.79794852084138,59.90469214398085,55.91180052581991,55.58829507324834,100.0,100.0,100.0,58.94266813856932,60.25616512123171
Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",suma jkt itende,,taylor winch (t) ltd,C12,taylor winch (t) ltd,1600,mbeya,Taylor Winch (T) ltd,65,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Taylor Winch (T) Ltd,Other,Washed / Wet,0.12,0,0.0,Green,2,"December 12th, 2015",m,1600.0,1600.0,1600.0,59.45567645614405,57.33580623084404,60.79794852084138,57.536456087590935,55.91180052581991,57.96702113838552,100.0,100.0,100.0,57.01416981461682,60.25616512123171
Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0561,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,"August 21st, 2014",Juan Luis Alvarado Romero,Bourbon,Other,0.1,0,0.0,Green,1,"August 21st, 2015",ft,1219.2,1219.2,1219.2,59.45567645614405,59.88172945979051,53.570342264468884,61.969754794509214,53.33947586072594,57.96702113838552,100.0,100.0,100.0,58.94266813856932,60.25616512123171
Arabica,jesus salazar velasco,Mexico,pante carajillo,,"san pedro cotzilnam, municipio de aldama, chiapas",0,carajillo café sa de cv,1450,san pedro cotzilnam,JESUS SALAZAR VELASCO,10,1 kg,AMECAFE,2012,"September 11th, 2012",JESUS SALAZAR VELASCO,Typica,Semi-washed / Semi-pulped,0.12,0,0.0,Green,1,"September 11th, 2013",m,1450.0,1450.0,1450.0,59.45567645614405,62.23857099314461,58.47385198334097,59.90469214398085,50.311177252127074,57.96702113838552,100.0,100.0,100.0,57.01416981461682,60.25616512123171
Arabica,manuel herrera juarez,Mexico,finca los barreales,,finca los barreales,1,,1170,veracruz,MANUEL HERRERA JUAREZ,20,1 kg,AMECAFE,2012,"April 9th, 2012",MANUEL HERRERA JUAREZ,Bourbon,Washed / Wet,0.12,0,0.0,Green,0,"April 9th, 2013",m,1170.0,1170.0,1170.0,59.45567645614405,59.88172945979051,60.79794852084138,54.72897410968047,61.45847938985257,53.21046281822518,100.0,100.0,100.0,57.01416981461682,60.25616512123171
Arabica,alfredo bojalil,Mexico,finca santa teresa,,"la concordia, chiapas",2222,ecomtrading,1400,"la concordia, chiapas",ERNST POHLENZ AGUILAR,250,1 kg,AMECAFE,2012,"April 2nd, 2012",ALFREDO BOJALIL,Bourbon,Washed / Wet,0.1,0,0.0,Bluish-Green,4,"April 2nd, 2013",m,1400.0,1400.0,1400.0,59.45567645614405,62.23857099314461,58.47385198334097,57.536456087590935,50.311177252127074,57.96702113838552,100.0,100.0,100.0,58.94266813856932,60.25616512123171
Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0365,beneficio ixchel,11/23/0365,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.13,0,0.0,Green,1,"June 1st, 2018",m,1700.0,1700.0,1700.0,56.73472461878255,59.88172945979051,56.20877889695938,59.90469214398085,55.91180052581991,57.96702113838552,100.0,100.0,100.0,57.01416981461682,59.722542073613106
Arabica,wayner jimenez,Costa Rica,los girasoles,EC-1180,los angeles micro-mill,5-818-0450,exclusive coffee - costa rica,1700,tarrazu,Los Angeles Micro-Mill (Ricardo Calderón),150,69 kg,Specialty Coffee Association of Costa Rica,2016,"August 19th, 2016",Wayner Jimenez,Caturra,Washed / Wet,0.09,0,0.0,Bluish-Green,2,"August 19th, 2017",m,1700.0,1700.0,1700.0,61.62526177930171,57.33580623084404,58.47385198334097,54.72897410968047,50.311177252127074,55.58829507324834,100.0,100.0,100.0,63.108751296013764,59.722542073613106
Arabica,juan luis alvarado romero,Guatemala,finca la joya,11/52/1170,beneficio exportacafe agua santa,11/52/1170,exportcafe,3664,huehuetenango,DARY COLMAN ALVARADO VILLATORO,275,69 kg,Asociacion Nacional Del Café,2016,"June 23rd, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,0.11,0,0.0,Green,6,"June 23rd, 2017",ft,1116.7872,1116.7872,1116.7872,56.73472461878255,57.33580623084404,56.20877889695938,64.06237560910118,55.91180052581991,60.42496563103818,100.0,100.0,100.0,52.99670568463786,59.722542073613106
Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,11/752/01,beneficio palinsa,11/752/01,cafcom,1565,solola,FERNANDO FAHSEN,377,69 kg,Asociacion Nacional Del Café,2016,"June 1st, 2016",Juan Luis Alvarado Romero,Caturra,Washed / Wet,0.1,0,1.0,Green,10,"June 1st, 2017",m,1565.0,1565.0,1565.0,56.73472461878255,62.23857099314461,56.20877889695938,61.969754794509214,55.91180052581991,55.58829507324834,100.0,100.0,100.0,55.14568256562615,59.722542073613106
Arabica,juan luis alvarado romero,Guatemala,chapultepec,11/23/0335,beneficio ixchel,11/23/0335,"unex guatemala, s.a.",3280,norte,CHAPULTEPEC,130,69 kg,Asociacion Nacional Del Café,2016,"June 1st, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.1,0,0.0,Green,2,"June 1st, 2017",m,3280.0,3280.0,3280.0,50.880489189605086,59.88172945979051,56.20877889695938,59.90469214398085,61.45847938985257,55.58829507324834,100.0,100.0,100.0,58.94266813856932,59.722542073613106
Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,,beneficio humedo,017/176/165,cooperativa el gorrion r.l,de 900 a 1100 msnm,jinotega,COOPERATIVA EL GORRION RL,275,2 kg,Specialty Coffee Association of Costa Rica,2015,"August 3rd, 2015",COOPERATIVA EL GORRION R.L,Caturra,Natural / Dry,0.12,0,0.0,Bluish-Green,0,"August 2nd, 2016",m,900.0,1100.0,1000.0,53.78866214870563,59.88172945979051,63.35271559255911,49.065160846663716,55.91180052581991,60.42496563103818,100.0,100.0,100.0,58.94266813856932,59.722542073613106
Arabica,"ceca, s.a.",Costa Rica,gamboa,,beneficio montañas del diamante,5-025-0111,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,320,69 kg,Specialty Coffee Ass,2014,"April 10th, 2015","CECA,S.A.",Caturra,Washed / Wet,0.0,0,0.0,Blue-Green,0,"April 9th, 2016",m,1850.0,1850.0,1850.0,53.78866214870563,57.33580623084404,58.47385198334097,57.536456087590935,50.311177252127074,64.68213542417124,100.0,100.0,100.0,58.94266813856932,59.722542073613106
Arabica,asefa dukamo keroma,Ethiopia,asefa dukamo coffee plantation,,gudmale,2014/15,asefa dukamo coffee plantetion,1545-1668 masl,snnprg; kafa; telo woreda; shada kebele,Tariku Oljira,320,60 kg,METAD Agricultural Development plc,2014,"March 26th, 2015",Asefa Dukamo Keroma,Gesha,Natural / Dry,0.1,0,0.0,Green,5,"March 25th, 2016",m,1545.0,1668.0,1606.5,47.830941407315294,62.23857099314461,56.20877889695938,59.90469214398085,58.69548950759715,60.42496563103818,100.0,100.0,100.0,57.01416981461682,59.722542073613106
Arabica,owen carver,Brazil,café do paraíso,,café do paraíso,not assigned,café do paraíso,894m - 1183m,"minas gerais, br",Café do Paraíso,1,2 kg,Specialty Coffee Association,2012,"May 20th, 2013",Owen Carver,Mundo Novo,Natural / Dry,0.11,0,0.0,Green,3,"May 20th, 2014",m,894.0,1183.0,1038.5,50.880489189605086,59.88172945979051,60.79794852084138,54.72897410968047,55.91180052581991,64.68213542417124,100.0,100.0,100.0,55.14568256562615,59.722542073613106
Arabica,juan luis alvarado romero,Guatemala,la union monte verde,,beneficio ixchel,11/9772/2,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,Asociacion Nacional Del Café,2013,"May 9th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.11,0,0.0,Green,4,"May 9th, 2014",ft,1310.64,1310.64,1310.64,61.62526177930171,57.33580623084404,58.47385198334097,54.72897410968047,61.45847938985257,62.80697364481954,100.0,100.0,100.0,48.024771563238424,59.722542073613106
Arabica,atlantic specialty coffee,El Salvador,el majahual,,j. hill y cia,09-060-24,atlantic specialty coffee,1500 meters,apaneca,Aida Batlle,275,2 kg,Specialty Coffee Association,2013,"March 18th, 2013",Atlantic Specialty Coffee,Bourbon,Natural / Dry,0.11,0,0.0,Bluish-Green,2,"March 18th, 2014",m,1500.0,1500.0,1500.0,72.54104834195455,66.4885778857409,53.570342264468884,38.70492587935448,53.33947586072594,67.9661507366597,37.093842995122785,100.0,100.0,60.97769115407209,59.722542073613106
Arabica,juan luis alvarado romero,Guatemala,el limon,,beneficio serben,11-853-053,unicafe,,guatemala,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1 kg,Asociacion Nacional Del Café,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Catuai,Natural / Dry,0.11,0,0.0,Bluish-Green,2,"March 26th, 2013",m,,,,59.45567645614405,48.997181171270185,53.570342264468884,64.06237560910118,61.45847938985257,60.42496563103818,100.0,100.0,100.0,55.14568256562615,59.722542073613106
Arabica,pt.royal pacific indah international,Indonesia,"mus, eman",1,dry mill or hulling facility,,pt. royal pacific indah international,,aceh tengah,ANTON GAYO,2,2 kg,Specialty Coffee Association of Indonesia,2017,"May 24th, 2017",PT.ROYAL PACIFIC INDAH INTERNATIONAL,Mandheling,Natural / Dry,0.12,0,0.0,Bluish-Green,0,"May 24th, 2018",m,,,,58.217583080485234,61.29507411970461,55.11449149551747,57.536456087590935,54.501298824844625,57.96702113838552,100.0,100.0,100.0,57.01416981461682,59.45567645614405
Arabica,"lin, che-hao krude 林哲豪",Taiwan,chang yu liang 張玉良,2016 Tainan Coffee Cupping Event Micro Lot 臺南市咖啡評鑑批次,chang yu liang 張玉良,Taiwan,taiwan coffee laboratory,968,"nanxi dist., tainan city 臺南市楠西區",CHANG YU LIANG 張玉良,10,20 kg,Specialty Coffee Association,2016,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,0.1,0,0.0,Bluish-Green,4,"May 18th, 2017",m,968.0,968.0,968.0,50.880489189605086,54.75952926196079,58.47385198334097,54.72897410968047,58.69548950759715,60.42496563103818,100.0,100.0,100.0,60.97769115407209,59.368325129681445
Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,11/23/0178,beneficio ixchel,11/23/0178,"unex guatemala, s.a.",,oriente,MARGARITA AVILA DE NUYENS,50,69 kg,Asociacion Nacional Del Café,2016,"April 27th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.1,0,0.0,Green,4,"April 27th, 2017",m,,,,63.7921431032108,57.33580623084404,53.570342264468884,51.933800269713245,63.83008247411338,55.58829507324834,100.0,100.0,100.0,55.14568256562615,59.368325129681445
Arabica,lusso lab,Guatemala,aprocafi,,,-,lusso coffee lab,1550,"aldea xeucalvitz, ixil region, quiche department",Asociacion de Productores de Cafe de la Region Ixil,1,2 kg,Specialty Coffee Association,2014,"June 16th, 2014",LUSSO LAB,Bourbon,Washed / Wet,0.1,0,0.0,Bluish-Green,10,"June 16th, 2015",m,1550.0,1550.0,1550.0,50.880489189605086,57.33580623084404,58.47385198334097,64.06237560910118,58.69548950759715,55.58829507324834,100.0,100.0,100.0,55.14568256562615,59.368325129681445
Arabica,bismarck castro,Honduras,las cuchillas,96,cigrah s.a de c.v.,13-111-038,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,66 kg,Instituto Hondureño del Café,2017,"May 11th, 2017",Bismarck Castro,Caturra,Washed / Wet,0.1,0,0.0,Green,5,"May 11th, 2018",m,1500.0,1500.0,1500.0,44.7917720924768,59.88172945979051,60.79794852084138,61.969754794509214,58.69548950759715,53.21046281822518,100.0,100.0,100.0,57.01416981461682,59.110788215299046
Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,,beneficio exportacafe agua santa,11/52/841,exportcafe,5440 - 5760 metros,huehuetenango,OTONIEL VILLATORO LOPEZ,275,69 kg,Asociacion Nacional Del Café,2015,"June 10th, 2015",Juan Luis Alvarado Romero,Caturra,Washed / Wet,0.12,0,0.0,Green,7,"June 9th, 2016",ft,1658.112,1755.648,1706.88,53.78866214870563,59.88172945979051,56.20877889695938,61.969754794509214,58.69548950759715,55.58829507324834,100.0,100.0,100.0,52.99670568463786,59.110788215299046
Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0535,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,"August 8th, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,0.1,0,0.0,Green,1,"August 8th, 2015",ft,1219.2,1219.2,1219.2,61.62526177930171,54.75952926196079,50.90766054699463,61.969754794509214,58.69548950759715,60.42496563103818,100.0,100.0,100.0,50.44655423872187,59.110788215299046
Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0465,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,"June 27th, 2014",Juan Luis Alvarado Romero,Bourbon,Other,0.1,0,0.0,Green,0,"June 27th, 2015",ft,1219.2,1219.2,1219.2,56.73472461878255,59.88172945979051,53.570342264468884,59.90469214398085,53.33947586072594,55.58829507324834,100.0,100.0,100.0,58.94266813856932,59.110788215299046
Arabica,ipanema coffees,Brazil,fazenda rio verde,,ipanema coffees,002/4177/0121,ipanema coffees,1260,south of minas,Ipanema Coffees,320,60 kg,Specialty Coffee Association,2013/2014,"January 2nd, 2014",Ipanema Coffees,Yellow Bourbon,Natural / Dry,0.1,0,0.0,Green,0,"January 2nd, 2015",m,1260.0,1260.0,1260.0,50.880489189605086,59.88172945979051,58.47385198334097,41.30451049146193,65.92884500739828,57.96702113838552,100.0,100.0,100.0,60.97769115407209,59.110788215299046
Arabica,doi tung development project,Thailand,doi tung development project,,doi tung development project,-,mae fah luang foundation,,thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"June 21st, 2012",Doi Tung Development Project,Other,Washed / Wet,0.12,0,0.0,Green,0,"June 21st, 2013",m,,,,61.62526177930171,67.8892596538815,70.17460675379785,72.13928049754914,68.45350997602131,67.9661507366597,32.88950784999753,32.40739740400315,35.404048572007326,68.99346224504907,59.110788215299046
Arabica,taylor winch (coffee) ltd.,Kenya,-,,,37-0569-2347,taylor winch (coffee) ltd,1650,central kenya,-,150,9000 kg,Kenya Coffee Traders Association,2012,"May 31st, 2012",Taylor Winch (Coffee) Ltd.,SL28,Washed / Wet,0.0,0,0.0,Bluish-Green,0,"May 31st, 2013",m,1650.0,1650.0,1650.0,53.78866214870563,57.33580623084404,58.47385198334097,57.536456087590935,61.45847938985257,55.58829507324834,100.0,100.0,100.0,55.14568256562615,59.110788215299046
Arabica,doi tung development project,Thailand,doi tung development project,,,,,,,,1,60 kg,Specialty Coffee Association,2011,"August 16th, 2011",Doi Tung Development Project,,,0.06,0,0.0,,0,"August 15th, 2012",m,,,,50.880489189605086,57.33580623084404,56.20877889695938,57.536456087590935,53.33947586072594,57.96702113838552,100.0,100.0,100.0,63.108751296013764,59.110788215299046
Arabica,ipanema coffees,Brazil,fazenda capoeirnha,019/17,dry mill,002/1660/0079,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,0.0,0,0.0,Green,3,"October 20th, 2018",m,890.0,890.0,890.0,47.830941407315294,57.33580623084404,56.20877889695938,49.065160846663716,53.33947586072594,50.365319144770424,100.0,100.0,100.0,70.17460675379785,58.75674137330974
Arabica,cafes tomari sa de cv,Mexico,cafetal,101,cafes tomari sa de cv,016-1273-101,cafes tomari sa de cv,1300,veracruz,CAFES TOMARI SA DE CV,200,69 kg,Centro Agroecológico del Café A.C.,2017,"July 3rd, 2017",CAFES TOMARI SA DE CV,Mundo Novo,Washed / Wet,0.11,0,0.0,Green,5,"July 3rd, 2018",m,1300.0,1300.0,1300.0,59.45567645614405,59.88172945979051,56.20877889695938,61.969754794509214,47.14497441387748,50.365319144770424,100.0,100.0,100.0,58.94266813856932,58.75674137330974
Arabica,sarawut premjit,Thailand,saveg coffee farm,INT-2015,dry mill,,intercof 1978 group company limited,1350,chiangrai,"Phatang, Saveg",45,40 kg,Specialty Coffee Association,2015,"October 18th, 2016",Sarawut Premjit,Catimor,Natural / Dry,0.1,0,0.0,Bluish-Green,1,"October 18th, 2017",m,1350.0,1350.0,1350.0,53.78866214870563,57.33580623084404,53.570342264468884,54.72897410968047,55.91180052581991,60.42496563103818,100.0,100.0,100.0,58.94266813856932,58.75674137330974
Arabica,ipanema coffees,Brazil,capoeirinha,007/16E,dry mill,002/1660/0105,ipanema coffees,934,south of minas,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,0.11,0,2.0,Green,7,"August 16th, 2017",m,934.0,934.0,934.0,50.880489189605086,54.75952926196079,58.47385198334097,57.536456087590935,53.33947586072594,60.42496563103818,100.0,100.0,100.0,58.94266813856932,58.75674137330974
Arabica,"lin, che-hao krude 林哲豪",Taiwan,tsoustructive garden 鄒築園,Tsoustructive 2015 Typica,tsoustructive garden 鄒築園,Taiwan,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county 嘉義阿里山樂野村","FANG,ZHENG-LUN 方政倫",20,50 kg,Specialty Coffee Association,2015,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,0.11,0,0.0,Green,3,"May 18th, 2017",m,1200.0,1200.0,1200.0,59.45567645614405,57.33580623084404,63.35271559255911,57.536456087590935,61.45847938985257,57.96702113838552,37.093842995122785,100.0,100.0,58.94266813856932,58.75674137330974
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,very famous intl.名門義理國際股份有限公司,,very famous intl.名門義理國際股份有限公司,none,宸嶧國際,,台灣,YANG TENG KO楊登嵙,1,2 kg,Blossom Valley International,2014,"November 7th, 2015",CQI Taiwan ICP CQI台灣合作夥伴,,Natural / Dry,0.0,0,0.0,Blue-Green,0,"November 6th, 2016",m,,,,56.73472461878255,57.33580623084404,56.20877889695938,57.536456087590935,58.69548950759715,55.58829507324834,100.0,100.0,100.0,55.14568256562615,58.75674137330974
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,神谷山莊園,,神谷山莊園,Taiwan台灣,宸嶧國際,950公尺,台中和平區,張瑞宏,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,0.06,0,0.0,Green,0,"November 23rd, 2015",m,950.0,950.0,950.0,63.7921431032108,62.23857099314461,65.32136346838936,61.969754794509214,55.91180052581991,45.1331456701516,100.0,100.0,100.0,41.284132496634975,58.75674137330974
Arabica,oscar ortega carballo,Mexico,finca cuetzalingo,,xicotepec de juarez,1207088353,agro xicotepec 2000,900,xicotepec de juarez,OSCAR ORTEGA CARBALLO,48,1 kg,AMECAFE,2012,"July 3rd, 2012",OSCAR ORTEGA CARBALLO,Typica,Washed / Wet,0.12,10,0.0,Blue-Green,32,"July 3rd, 2013",m,900.0,900.0,900.0,53.78866214870563,57.33580623084404,56.20877889695938,54.72897410968047,58.69548950759715,60.42496563103818,100.0,100.0,100.0,55.14568256562615,58.75674137330974
Arabica,alfredo bojalil,Mexico,finca sant rosa,,agroindustrias unidas de mexico,2222,ecomtrading,1500,la concordia,ARTURO LIEVANO MORENO,250,1 kg,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,0.11,0,0.0,,2,"June 6th, 2013",m,1500.0,1500.0,1500.0,47.830941407315294,54.75952926196079,56.20877889695938,59.90469214398085,58.69548950759715,57.96702113838552,100.0,100.0,100.0,58.94266813856932,58.75674137330974
Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad la yerbabuena,,cafetaleros de la yerbabuena spr de rl,2671,organizaciones de productores de cafe colimense sa de cv,1400,la yerbabuena,coop,20,1 kg,AMECAFE,2012,"April 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,0.0,0,0.0,Green,2,"April 2nd, 2013",m,1400.0,1400.0,1400.0,56.73472461878255,62.23857099314461,63.35271559255911,61.969754794509214,58.69548950759715,55.58829507324834,37.093842995122785,100.0,100.0,57.01416981461682,58.75674137330974
Arabica,"ceca, s.a.",Costa Rica,gamboa,8039,beneficio montañas del diamante,5-025-0249,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69 kg,Specialty Coffee Association of Costa Rica,2015,"June 6th, 2016","CECA, S.A.",Caturra,Washed / Wet,0.0,0,0.0,Blue-Green,0,"June 6th, 2017",m,1850.0,1850.0,1850.0,53.78866214870563,54.75952926196079,60.79794852084138,54.72897410968047,50.311177252127074,57.96702113838552,100.0,100.0,100.0,58.94266813856932,58.23708793039405
Arabica,juan luis alvarado romero,Guatemala,finca medina,11/11711/60,beneficio siembras vision (154),11/11711/60,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,100,69 kg,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.11,0,7.0,Green,6,"May 23rd, 2017",m,1500.0,1500.0,1500.0,56.73472461878255,57.33580623084404,53.570342264468884,57.536456087590935,61.45847938985257,53.21046281822518,100.0,100.0,100.0,55.14568256562615,58.23708793039405
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,優遊吧斯股份有限公司yuyupas international corp.,1,none,None,宸嶧國際,1200,台灣,鄭虞坪,167,30 kg,Blossom Valley International,2016,"February 23rd, 2016",CQI Taiwan ICP CQI台灣合作夥伴,,,0.0,0,0.0,,0,"February 22nd, 2017",m,1200.0,1200.0,1200.0,56.73472461878255,54.75952926196079,53.570342264468884,57.536456087590935,58.69548950759715,55.58829507324834,100.0,100.0,100.0,57.01416981461682,58.23708793039405
Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,0.0,0,0.0,Green,0,"October 7th, 2016",m,1.0,1.0,1.0,39.52621206618049,52.07203828920501,50.90766054699463,64.06237560910118,58.69548950759715,60.42496563103818,100.0,100.0,100.0,63.108751296013764,58.23708793039405
Arabica,"lin, che-hao krude 林哲豪",Taiwan,鄉舍咖啡 hometown coffee,,鄉舍咖啡 hometown coffee,Taiwan,taiwan coffee laboratory,480-570m,"dongshan dist., tainan city 臺南市東山區",ZENG JIAN NAN 曾建男,8,18 kg,Specialty Coffee Association,2014,"April 30th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,0.0,0,0.0,Green,1,"April 29th, 2016",m,480.0,570.0,525.0,53.78866214870563,57.33580623084404,58.47385198334097,57.536456087590935,47.14497441387748,57.96702113838552,100.0,100.0,100.0,58.94266813856932,58.23708793039405
Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0066,ipanema coffees,1200,south of minas,Ipanema Agrícola SA,300,2 kg,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Semi-washed / Semi-pulped,0.0,0,0.0,Green,1,"October 16th, 2015",m,1200.0,1200.0,1200.0,53.78866214870563,54.75952926196079,56.20877889695938,49.065160846663716,61.45847938985257,67.9661507366597,100.0,100.0,35.404048572007326,65.03924947868458,58.23708793039405
Arabica,eric thormaehlen,Costa Rica,various,,coricafe sa,5-0048-0145,coricafe s.a.,1200-1400,central valley,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"June 9th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,0.1,0,0.0,Green,3,"June 9th, 2015",m,1200.0,1400.0,1300.0,59.45567645614405,46.284322749496745,53.570342264468884,59.90469214398085,58.69548950759715,60.42496563103818,100.0,100.0,100.0,55.14568256562615,58.23708793039405
Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0436,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,"May 22nd, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,0.1,0,0.0,Green,1,"May 22nd, 2015",ft,1219.2,1219.2,1219.2,50.880489189605086,59.88172945979051,48.20403928246845,64.06237560910118,53.33947586072594,57.96702113838552,100.0,100.0,100.0,57.01416981461682,58.23708793039405
Arabica,ipanema coffees,Brazil,fazenda rio verde,,ipanema coffees,002/4177/0121,ipanema coffees,1260,south of minas,Ipanema Coffees,320,60 kg,Specialty Coffee Association,2013/2014,"December 26th, 2013",Ipanema Coffees,Yellow Bourbon,Natural / Dry,0.1,0,0.0,Green,0,"December 26th, 2014",m,1260.0,1260.0,1260.0,61.62526177930171,48.997181171270185,48.20403928246845,54.72897410968047,70.42569154739009,50.365319144770424,100.0,100.0,100.0,57.01416981461682,58.23708793039405
Arabica,garet alban,Ecuador,finca el trueno,,,0,sultana del cafe inc.,800 meters above sea level,"province of manabi, ecuador",,1,5 lbs,Specialty Coffee Association,2013,"October 4th, 2013",Garet Alban,,Natural / Dry,0.09,0,0.0,Bluish-Green,0,"October 4th, 2014",m,800.0,800.0,800.0,47.830941407315294,54.75952926196079,56.20877889695938,57.536456087590935,61.45847938985257,60.42496563103818,100.0,100.0,100.0,55.14568256562615,58.23708793039405
